FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,KATEGORIE_NUM,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.16711,16711,POINT (16.37199687983344 48.17617640803967),Turnsaal,"10., Jagdgasse 22",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16712,16712,POINT (16.372010332159384 48.17618539711231),Schulsport outdoor,"10., Jagdgasse 22",503,Hartplatz 503 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16713,16713,POINT (16.372284601502244 48.17614241328561),Turnsaal,"10., Jagdgasse 23",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16714,16714,POINT (16.370928524616623 48.151432059292006),Turnsaal,"10., Jos.-Enslein-Platz 1-3",602,Turnsaal 405 m²<br />Turnsaal 197 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16715,16715,POINT (16.370928524616623 48.151432059292006),Schulsport outdoor,"10., Josef-Enslein-Platz 1-3",1264,Hartplatz 390 m²<br />Hartplatz 479 m²<br />Hartplatz 395 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16716,16716,POINT (16.393035969003698 48.17293825462706),Turnsaal,"10., Kempelengasse 20",160,Turnsaal 160 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16717,16717,POINT (16.38892281846836 48.22008349315234),Turnsaal,"2., Holzhausergasse 7",116,Turnsaal 116 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16718,16718,POINT (16.42076713616813 48.19165837288286),Schulsport outdoor,"2., Kanalwächterhausweg 1",20960,"Schulsport,<br />LA,<br />Ballspiele gesamt 20960 m²",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,5,
SPORTSTAETTENOGD.16719,16719,POINT (16.377378515535746 48.21554322834967),Turnsaal,"2., Kleine Sperlgasse 2a",549,Turnsaal 288 m²<br />Turnsaal 117 m²<br />Turnsaal 144 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16720,16720,POINT (16.378041252410764 48.21588670909781),Turnsaal,"2., Kleine Sperlgasse 2c",250,Turnsaal 1 184 m²<br />Turnsaal 2 66 m²,,6,
SPORTSTAETTENOGD.16721,16721,POINT (16.374923817623642 48.22125791498338),Turnsaal,"2., Leopoldsgasse 3",152,Turnsaal Top 9 152 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16722,16722,POINT (16.3852788109595 48.223345862668324),Schulsport outdoor,"2., Lessinggassse 18",192,Hartplatz 192 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16723,16723,POINT (16.399444718718495 48.22017710565764),Turnsaal,"2., Max-Winter-Platz 2",241,Turnsaal 108 m²<br />Turnsaal 133 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16724,16724,POINT (16.385291371211455 48.21889404349377),Schulsport outdoor,"2., Novaragasse 29",295,Befestigte Fläche 295 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16725,16725,POINT (16.385435309911593 48.218697930021555),Turnsaal,"2., Novaragasse 30",269,Turnsaal 125 m²<br />Turnsaal 144 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16726,16726,POINT (16.385448775729607 48.218706917449886),Schulsport outdoor,"2., Novaragasse 30",179,Hartplatz 179 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16727,16727,POINT (16.378929638634496 48.225240389729095),Schulsport outdoor,"2., Obere Augartenstraße",7300,"Schulsport,<br />LA,<br />Ballspiele gesamt 7300 m²",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,5,
SPORTSTAETTENOGD.16728,16728,POINT (16.375771896539398 48.222083830896075),Turnsaal,"2., Obere Augartenstraße 38",152,Turnsaal 152 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16729,16729,POINT (16.385049884884893 48.222076120828056),Turnsaal,"2., Pazmanitengasse 17",88,Turnsaal 88 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16730,16730,POINT (16.38616520044554 48.223917717410544),Turnsaal,"2., Pazmanitengasse 26",310,Turnsaal 155 m²<br />Turnsaal 155 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16731,16731,POINT (16.377414735681988 48.21925363213503),Turnsaal,"2., Schwarzingergasse 4",106,Turnsaal 106 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16732,16732,POINT (16.404919137870753 48.22048791335169),Turnsaal,"2., Schönngasse 2",558,Turnsaal 438 m²<br />Turnsaal 120 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16733,16733,POINT (16.457761466262568 48.180642730101546),Vereinssport outdoor,"2., Seitenhafenstraße (2) 15 ggü",50798,Reitgelände 35475 m² Rest Wald und Umlandflächen,http://www.freudenau.at/Freudenau1.html,7,
SPORTSTAETTENOGD.16734,16734,POINT (16.42813531497389 48.2064262596572),Schulsport outdoor,"2., Simon-Wiesenthal-Gasse 3",12970,"Tennis,<br />Ballsport,<br />Schwimmen gesamt 12970 m²",http://www.zpc.at/,5,
SPORTSTAETTENOGD.16735,16735,POINT (16.41355838605315 48.19911705728802),Schulsport outdoor,"2., Stadionallee",4770,"Schulsport,<br />LA,<br />Ballspiele gesamt 4770 m²",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,5,
SPORTSTAETTENOGD.16736,16736,POINT (16.41742085042354 48.21229836305066),Turnsaal,"2., Stella-Klein-Löw-Weg 1",473,Turnsaal 288 m²<br />185 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16737,16737,POINT (16.372232378132058 48.22048843405701),Turnsaal,"2., Untere Augartenstraße 9",144,Turnsaal 144 m²,,6,
SPORTSTAETTENOGD.16738,16738,POINT (16.384455986201388 48.2232263321426),Turnsaal,"2., Vereinsgasse 21",967,Turnsaal 1 405 m²<br />Turnsaal 2 405 m²< br/>Bewegungsraum 157m²,,6,
SPORTSTAETTENOGD.16739,16739,POINT (16.384797016017743 48.22407253796599),Turnsaal,"2., Vereinsgasse 29",174,Turnsaal 174 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16740,16740,POINT (16.402895165517243 48.22353456327712),Turnsaal,"2., Vorgartenstraße 191",316,Turnsaal 158 m²<br />Turnsaal 158 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16741,16741,POINT (16.417625238947778 48.212213142549494),Schulsport outdoor,"2., Vorgartenstraße 208",968,Hartplatz 968 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16742,16742,POINT (16.40640660977294 48.22304225147047),Turnsaal,"2., Wehlistraße 178",297,Turnsaal 297 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16743,16743,POINT (16.40642008039931 48.22305123643328),Schulsport outdoor,"2., Wehlistraße 178",489,Hartplatz 489 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16744,16744,POINT (16.39921742399094 48.20637795558614),Turnsaal,"2., Wittelsbachstraße 5",257,Turnsaal 136 m²<br />Gymnastikraum 121 m²,http://www.bbi.at/,6,
SPORTSTAETTENOGD.16745,16745,POINT (16.39923088898695 48.20638694142),Schulsport outdoor,"2., Wittelsbachstraße 5",1734,Rasenplatz 1184 m²<br />Hartplatz 300 m²<br />Schwimmbecken 250 m²,http://www.bbi.at/,5,
SPORTSTAETTENOGD.16746,16746,POINT (16.399851671633733 48.20585824714402),Turnsaal,"2., Wittelsbachstraße 6",460,Turnsaal 180 m²<br />Turnsaal 140 m²<br />Turnsaal 140 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16747,16747,POINT (16.402482110928723 48.22071156756925),Schulsport outdoor,"2., Wohlmutstraße 3",5033,Rasen- + Hartplatz gesamt 5033 m²,,5,
SPORTSTAETTENOGD.16748,16748,POINT (16.40249558025685 48.220720552996134),Turnsaal,"2., Wohlmutstraße 3",720,Turnsaal 1 360 m²<br />Turnsaal 2 360 m²,,6,
SPORTSTAETTENOGD.16749,16749,POINT (16.398981828579085 48.22021827869568),Turnsaal,"2., Wolfgang-Schmälzl-Gasse 13",134,Turnsaal 134 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16750,16750,POINT (16.386315154532873 48.218023598625905),Schulsport outdoor,"2., Zirkusgasse 48",704,Hartplatz 704 m²,,5,
SPORTSTAETTENOGD.16751,16751,POINT (16.38632862032787 48.21803258595224),Turnsaal,"2., Zirkusgasse 48",240,Turnsaal 240 m²,,6,
SPORTSTAETTENOGD.16752,16752,POINT (16.392134597877963 48.1951560919789),Schulsport outdoor,"3., Boerhaavegasse 15",3930,Hartplatz 3930 m²,,5,
SPORTSTAETTENOGD.16753,16753,POINT (16.392148058693653 48.195165078661624),Turnsaal,"3., Boerhaavegasse 15",810,Turnsaal 1+2 gesamt 810 m²,,6,
SPORTSTAETTENOGD.16754,16754,POINT (16.404906644027886 48.19849779307799),Turnsaal,"3., Dietrichgasse 36",454,Turnsaal 151 m²<br />Turnsaal 153 m²<br /> 150 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16755,16755,POINT (16.404920107951522 48.19850677825842),Schulsport outdoor,"3., Dietrichgasse 36",874,Hartplatz 874 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16756,16756,POINT (16.40556094137756 48.19809747059274),Schulsport outdoor,"3., Dietrichgasse 40",3350,Ballsport 3350 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16757,16757,POINT (16.39880744572834 48.199621477302564),Turnsaal,"3., Erdbergstraße 70",340,Turnsaal 1 180 m²<br />Turnsaal 2 160 m²,,6,
SPORTSTAETTENOGD.16758,16758,POINT (16.39922479055776 48.19901132786979),Turnsaal,"3., Erdbergstraße 76",226,Turnsaal 136 m²<br /> 90 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16759,16759,POINT (16.39301095461536 48.19396135923738),Turnsaal,"3., Eslarngasse 23",134,Turnsaal 134 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16760,16760,POINT (16.38617958805044 48.19407758121559),Turnsaal,"3., Fasangasse 4",284,Turnsaal 284 m²,,6,
SPORTSTAETTENOGD.16761,16761,POINT (16.40364621176662 48.1977889738542),Turnsaal,"3., Hagenmüllergasse 30",678,Turnsaal 1+2 gesamt 678 m²,,6,
SPORTSTAETTENOGD.16762,16762,POINT (16.396762449044598 48.19928379886061),Turnsaal,"3., Hainburgerstraße 40",391,Turnsaal 1.St 191 m²<br />Turnsaal Part 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16763,16763,POINT (16.3949610140268 48.204044761796666),Turnsaal,"3., Hörnesgasse 12",231,Turnsaal 111 m²<br />Turnsaal 120 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16764,16764,POINT (16.389487080228147 48.191314178420335),Schulsport outdoor,"3., Kleistgasse 12",159,Hartplatz 159 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16765,16765,POINT (16.389500539574353 48.191323165419654),Turnsaal,"3., Kleistgasse 12",306,Turnsaal 3.St 153 m²<br />Turnsaal Part 153 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16766,16766,POINT (16.390022082143666 48.210002134920835),Turnsaal,"3., Kolonitzgasse 15",125,Turnsaal 125 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16768,16768,POINT (16.393593908311693 48.20346431087966),Schulsport outdoor,"3., Kundmanngasse 20-22",400,Hartplatz 400 m²,,5,
SPORTSTAETTENOGD.16769,16769,POINT (16.38905202117797 48.19110043016931),Turnsaal,"3., Kölblgasse 23",153,Turnsaal 153 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16770,16770,POINT (16.398437503483233 48.19273717389814),Turnsaal,"3., Landstraßer Hauptstraße 146",585,Turnsaal 405 m²<br />Turnsaal 180 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16771,16771,POINT (16.39779884026496 48.192294521802296),Turnsaal,"3., Landstraßer Hauptstraße 146",1960,"2 Sporthallen,<br />Gymnastikraum gesamt 1960 m²",http://www.univie.ac.at/USI-Wien/index2.htm,6,
SPORTSTAETTENOGD.16772,16772,POINT (16.398308709970486 48.19154475815149),Schulsport outdoor,"3., Landstraßer Hauptstraße 146",557,Hartplatz 557 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16773,16773,POINT (16.397622087571506 48.19240582874758),Schulsport outdoor,"3., Landstraßer Hauptstraße 146",3802,"3 Beachvolleyballfelder,<br />Laufbahn,<br />Weitsprung gesamt 3802 m²",http://www.univie.ac.at/USI-Wien/index2.htm,5,
SPORTSTAETTENOGD.16774,16774,POINT (16.39193914865363 48.20121969651641),Turnsaal,"3., Landstraßer Hauptstraße 70",810,Turnsaal 1+2 gesamt 810 m²,,6,
SPORTSTAETTENOGD.16775,16775,POINT (16.39195261102467 48.20122868321186),Schulsport outdoor,"3., Landstraßer Hauptstraße 70",400,Hartplatz 400 m²,,5,
SPORTSTAETTENOGD.16776,16776,POINT (16.401705773420847 48.185642559540376),Turnsaal,"3., Leberstraße 4c",810,Turnsaal 1 405 m²<br />Turnsaal 2 405 m²,,6,
SPORTSTAETTENOGD.16777,16777,POINT (16.39048565719188 48.210306966617296),Turnsaal,"3., Löwengasse 12b",96,Turnsaal 96 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16778,16778,POINT (16.404582265048628 48.191590368111264),Turnsaal,"3., Maiselgasse 1",810,Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16779,16779,POINT (16.401977411525007 48.19276460879939),Turnsaal,"3., Paulusplatz 4",194,Turnsaal 194 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16780,16780,POINT (16.399793720907248 48.19383504553666),Turnsaal,"3., Petrusgasse 10",264,Turnsaal 131 m²<br />Turnsaal 133 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16781,16781,POINT (16.387499789593523 48.21104281544773),Schulsport outdoor,"3., Radetzkystraße 2a",578,Hartplatz 578 m²,,5,
SPORTSTAETTENOGD.16782,16782,POINT (16.387513253764375 48.21105180264691),Turnsaal,"3., Radetzkystraße 2a",376,Turnsaal 250 m²<br />Gymnastikraum 126 m²,,6,
SPORTSTAETTENOGD.16783,16783,POINT (16.38531635514204 48.195098416891135),Turnsaal,"3., Rennweg 31",174,Turnsaal 174 m²,http://www.sacre-coeur.at/,6,
SPORTSTAETTENOGD.16784,16784,POINT (16.385329814750946 48.19510740437271),Schulsport outdoor,"3., Rennweg 31",1500,Hartplatz 1500 m²,http://www.sacre-coeur.at/,5,
SPORTSTAETTENOGD.16785,16785,POINT (16.397045926951925 48.19178773922365),Schulsport outdoor,"3., Rennweg 89b",2375,Hartplatz 800 m²<br />Beachvolleyballplatz 375 m²<br />sonst. Flächen 1200 m²,,5,
SPORTSTAETTENOGD.16786,16786,POINT (16.397051952709766 48.191341861663524),Turnsaal,"3., Rennweg 89b 89b",1394,Turnsaal 1 722 m²<br />Turnsaal 2 521 m²<br />Gymnastikraum 151 m²,,6,
SPORTSTAETTENOGD.16787,16787,POINT (16.39093009622512 48.19418180504688),Turnsaal,"3., Schützengasse 31",250,Turnsaal 250 m²,http://www.orgkomensky.at/,6,
SPORTSTAETTENOGD.16788,16788,POINT (16.427554475664746 48.16912819550294),Schulsport outdoor,"11., Geringergasse 4",3800,Rasenplatz 2800 m²<br />Hartplatz 1000 m²,,5,
SPORTSTAETTENOGD.16789,16789,POINT (16.411636396521956 48.173343571271985),Turnsaal,"11., Gottschalkgasse 21",790,Turnsaal 1+2 gesamt 760 m²<br />Gymnastikraum 30 m²,,6,
SPORTSTAETTENOGD.16790,16790,POINT (16.420039350701455 48.16800850724463),Turnsaal,"11., Hasenleitengasse 7",295,Turnsaal 295 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16791,16791,POINT (16.420039350701455 48.16800850724463),Schulsport outdoor,"11., Hasenleitengasse 7+9",994,Hartplatz 244 m²<br />Hartplatz 750 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16792,16792,POINT (16.41075731573924 48.172676934175385),Turnsaal,"11., Herderplatz 1",171,Turnsaal 171 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16793,16793,POINT (16.410702293679332 48.17228432342244),Turnsaal,"11., Herderplatz 1a",171,Turnsaal 171 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16794,16794,POINT (16.470722696552787 48.15532781602048),Schulsport outdoor,"11., Hoefftgasse 7",6090,Rasenfläche 5379 m²<br />Rasenfläche 711 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16795,16795,POINT (16.470736160643558 48.155336793559755),Turnsaal,"11., Hoefftgasse 7",576,Turnsaal 288 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16796,16796,POINT (16.409821426864724 48.182829948633945),Turnsaal,"11., Molitorgasse 11",105,Turnsaal 105 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16797,16797,POINT (16.409834887539926 48.18283893326507),Schulsport outdoor,"11., Molitorgasse 11",1181,Hartplatz (v.Wr.Wohnen gemietet) 213 m²<br />Hartplatz (v.Wr.Wohnen gemietet) 515 m²<br />Hartplatz (v.Wr.Wohnen gemietet) 453 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16767,16767,POINT (16.393580445067556 48.203455324380315),Turnsaal,"3., Kundmanngasse 20-22",784,Turnsaal 1+2 gesamt 784 m²,,6,
SPORTSTAETTENOGD.16798,16798,POINT (16.475135704297628 48.1587308459711),Turnsaal,"11., Münnichplatz 6",128,Turnsaal 128 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16799,16799,POINT (16.475149170048887 48.158739822986476),Schulsport outdoor,"11., Münnichplatz 6",3100,Hartplatz 1070 m²<br />Rasenfläche 2030 m²,https://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze/,5,
SPORTSTAETTENOGD.16800,16800,POINT (16.41041021685533 48.18099980065326),Turnsaal,"11., Pachmayergasse 6",145,Turnsaal 145 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16801,16801,POINT (16.410423677153812 48.181008785218566),Schulsport outdoor,"11., Pachmayergasse 6",1050,Hartplatz 1050 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16802,16802,POINT (16.4546279599533 48.15403907707755),Schulsport outdoor,"11., Pantucekgasse 13",827,Rasenfläche 827 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16803,16803,POINT (16.45464142090236 48.15404805650679),Turnsaal,"11., Pantucekgasse 13",395,Turnsaal 90 m²<br />Turnsaal 305 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16804,16804,POINT (16.455901445153785 48.15780127498218),Turnsaal,"11., Rzehakgasse 7",488,Turnsaal 200 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16805,16805,POINT (16.455901445153785 48.15780127498218),Schulsport outdoor,"11., Rzehakgasse 7+9",6351,Rasenfläche 5804 m²<br />Hartplatz 547 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16806,16806,POINT (16.45634395831231 48.158043002640476),Turnsaal,"11., Rzehakgasse 9",593,Turnsaal 405 m²<br />Turnsaal 188 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16807,16807,POINT (16.42053887845907 48.17985794990966),Turnsaal,"11., Simoningplatz 2",270,Turnsaal 120 m²<br />Turnsaal 150 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16808,16808,POINT (16.46094856681272 48.154669293432136),Schulsport outdoor,"11., Svetelskystraße 4-6",2888,Rasenfläche 1818 m²<br />Hartplatz 1070 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16809,16809,POINT (16.460962029028178 48.154678272119035),Turnsaal,"11., Svetelskystraße 4-6",1215,Turnsaal 405 m²<br />Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16810,16810,POINT (16.461678481718717 48.1549854226134),Schulsport outdoor,"11., Svetelskystraße 5",999,Hartplatz 810 m²<br />Hartplatz 189 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16811,16811,POINT (16.305218381075502 48.165238510765306),Schulsport outdoor,"12., Rohrwassergasse 2",3847,Rasenfläche 3847 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.16812,16812,POINT (16.326191466268543 48.181481754046544),Turnsaal,"12., Rosasgasse 1-3",700,Turnsaal 1+2 gesamt 700 m²,,6,
SPORTSTAETTENOGD.16813,16813,POINT (16.326204911973694 48.18149074847053),Schulsport outdoor,"12., Rosasgasse 1-3",759,Hartplatz 759 m²,,5,
SPORTSTAETTENOGD.16814,16814,POINT (16.319893095604236 48.18188303562856),Schulsport outdoor,"12., Rosasgasse 31",16350,"Schulsport,<br />LA,<br />Ballspiele gesamt 16350 m²",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,5,
SPORTSTAETTENOGD.16815,16815,POINT (16.32578450032686 48.18171203556758),Turnsaal,"12., Rosasgasse 8",97,Turnsaal 97 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.16816,16816,POINT (16.320639254142073 48.162397855606656),Turnsaal,"12., Rothenburgstraße 1",183,Turnsaal 60 m²<br />Turnsaal 123 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
